,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
1668,A Saudi cleric declared that snowmen are anti-Islamic,Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,for,5ed56f70-9a98-11e4-bf59-1bb8b99952ce,e41a8ca0-9a94-11e4-bf59-1bb8b99952ce,http://www.inquisitr.com/1749354/fatwa-snowmen-saudi-arabia-cleric/,www.inquisitr.com,TRUE,201,1669,124
1671,A Saudi cleric declared that snowmen are anti-Islamic,Saudi cleric condemns snowmen as anti-Islamic,for,6dacb8a0-9a98-11e4-bf59-1bb8b99952ce,e41a8ca0-9a94-11e4-bf59-1bb8b99952ce,http://www.reuters.com/article/2015/01/12/us-odd-saudi-snow-idUSKBN0KL15N20150112,www.reuters.com,TRUE,201,1672,250
1673,A Saudi cleric declared that snowmen are anti-Islamic,Saudi cleric issues fatwa on snowmen,for,b1d36d40-9a97-11e4-bf59-1bb8b99952ce,e41a8ca0-9a94-11e4-bf59-1bb8b99952ce,http://www.theguardian.com/world/2015/jan/12/saudi-arabia-snowmen-winter-fatwa,www.theguardian.com,TRUE,201,1674,30
1689,Seth Rogen will play Steve Wozniak in a film about Steve Jobs,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,for,6d1fcf50-611b-11e4-b6e9-e5f029e25965,cf3a83c0-611a-11e4-b6e9-e5f029e25965,http://www.businessinsider.com/seth-rogen-to-play-steve-wozniak-in-steve-jobs-movie-apple-2014-10,www.businessinsider.com,TRUE,204,1690,39
1690,Seth Rogen will play Steve Wozniak in a film about Steve Jobs,Seth Rogen to play Woz in Jobs biopic,for,f40b4220-611a-11e4-b6e9-e5f029e25965,cf3a83c0-611a-11e4-b6e9-e5f029e25965,http://www.cultofmac.com/301646/seth-rogan-play-woz-jobs-biopic/,www.cultofmac.com,TRUE,204,1691,64
1691,Seth Rogen will play Steve Wozniak in a film about Steve Jobs,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,observing,8df39250-6122-11e4-b6e9-e5f029e25965,cf3a83c0-611a-11e4-b6e9-e5f029e25965,http://www.dailymail.co.uk/tvshowbiz/article-2815642/Seth-Rogen-talks-star-Apple-founder-Steve-Wozniak-upcoming-Steve-Jobs-biopic.html,www.dailymail.co.uk,TRUE,204,1692,4
1693,Seth Rogen will play Steve Wozniak in a film about Steve Jobs,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic Updated,for,e7cdddb0-611a-11e4-b6e9-e5f029e25965,cf3a83c0-611a-11e4-b6e9-e5f029e25965,http://www.macrumors.com/2014/10/30/seth-rogen-wozniak-jobs-biopic/,www.macrumors.com,TRUE,204,1694,9
1696,Seth Rogen will play Steve Wozniak in a film about Steve Jobs,Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,for,6689b280-6122-11e4-b6e9-e5f029e25965,cf3a83c0-611a-11e4-b6e9-e5f029e25965,http://www.theguardian.com/film/2014/oct/31/seth-rogen-set-to-play-steve-wozniak-in-danny-boyles-steve-jobs-biopic,www.theguardian.com,TRUE,204,1697,30
1716,There's an audio recording of the Michael Brown shooting,Moment Michael Brown was shot dead caught on audio recording: FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of kill shots,observing,c6b130a0-2d67-11e4-89c5-1d389b94bc4b,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.dailymail.co.uk/news/article-2734371/Moment-Michael-Brown-shot-dead-caught-audio-recording-FBI-handed-potentially-damning-tape-ELEVEN-shots-fired-including-final-volley-kill-shots.html,www.dailymail.co.uk,TRUE,205,1717,4
1717,There's an audio recording of the Michael Brown shooting,Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of kill shots,for,b5517830-36c5-11e4-ae63-d5574342724c,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.dailymail.co.uk/news/article-2737051/Audio-recording-Michael-Brown-gunned-REAL-Video-messaging-service-Glide-confirms-tape-ELEVEN-bullets-fired-including-final-volley-kill-shots.html,www.dailymail.co.uk,TRUE,205,1718,4
1721,There's an audio recording of the Michael Brown shooting,CNN Airs Alleged Audio from Michael Brown Shooting,observing,7e8c41c0-2d67-11e4-89c5-1d389b94bc4b,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.mediaite.com/tv/cnn-airs-alleged-audio-from-michael-brown-shooting/,www.mediaite.com,TRUE,205,1722,161
1722,There's an audio recording of the Michael Brown shooting,CNN Expert on Brown Audio: At First I Thought Someone's Trying to Punk CNN,against,2acd1ee0-2ebd-11e4-89c5-1d389b94bc4b,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.mediaite.com/tv/cnn-experts-think-audio-of-brown-shooting-is-a-hoax-someones-trying-to-punk-cnn/,www.mediaite.com,TRUE,205,1723,161
1725,There's an audio recording of the Michael Brown shooting,Audio recording allegedly captures moment Michael Brown was shot,observing,84269fd0-2d68-11e4-89c5-1d389b94bc4b,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.nydailynews.com/news/crime/audio-allegedly-captures-moment-michael-brown-shot-article-1.1916934,www.nydailynews.com,TRUE,205,1726,14
1734,There's an audio recording of the Michael Brown shooting,Video messaging service verifies timing of CNN audio recording,for,ea3e34c0-36c5-11e4-ae63-d5574342724c,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.washingtonpost.com/blogs/erik-wemple/wp/2014/08/28/video-messaging-service-verifies-timing-of-cnn-audio-recording/,www.washingtonpost.com,TRUE,205,1735,31
1735,There's an audio recording of the Michael Brown shooting,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,observing,63dcfac0-2d69-11e4-89c5-1d389b94bc4b,229a2900-2d66-11e4-89c5-1d389b94bc4b,http://www.washingtonpost.com/news/post-nation/wp/2014/08/26/audio-recording-allegedly-captures-at-least-10-shots-fired-in-michael-brown-killing/,www.washingtonpost.com,TRUE,205,1736,31
1739,Earth will experience six days of darkness in December,Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December Fake News Story Goes Viral,against,77250850-5efd-11e4-a887-2324afc3f9a8,ce728a20-5efc-11e4-a887-2324afc3f9a8,http://www.ibtimes.co.uk/nasa-confirms-earth-will-experience-6-days-total-darkness-december-fake-news-story-goes-viral-1471809,www.ibtimes.co.uk,FALSE,206,1740,13
1746,"A soldier was shot at the War Memorial in Ottawa, Canada",Breaking: Soldier shot at National War Memorial in Ottawa,for,12d35a00-59f8-11e4-aaf5-a1ddcfbcd5a9,43a5dac0-59f5-11e4-aaf5-a1ddcfbcd5a9,http://www.cbc.ca/news/politics/soldier-shot-at-national-war-memorial-in-ottawa-1.2808710,www.cbc.ca,TRUE,207,1747,270
1750,"A soldier was shot at the War Memorial in Ottawa, Canada",Ottawa Shooting: Soldier Shot at Canada's National War Memorial,for,4f9d6a50-59fa-11e4-aaf5-a1ddcfbcd5a9,43a5dac0-59f5-11e4-aaf5-a1ddcfbcd5a9,http://www.ibtimes.co.uk/ottawa-shooting-soldier-shot-canadas-national-war-memorial-1471301,www.ibtimes.co.uk,TRUE,207,1751,13
1754,"A soldier was shot at the War Memorial in Ottawa, Canada","Gunman, a recent convert to Islam, dead after Canadian soldier Nathan Cirillo killed at Ottawa war memorial",for,c5fd97d0-59f8-11e4-aaf5-a1ddcfbcd5a9,43a5dac0-59f5-11e4-aaf5-a1ddcfbcd5a9,http://www.nydailynews.com/news/crime/shooting-reported-parliament-hill-ottawa-hunt-gunman-article-1.1983054?cid=bitly,www.nydailynews.com,TRUE,207,1755,14
1755,"A soldier was shot at the War Memorial in Ottawa, Canada",Soldier shot near Canadian parliament building,for,56a04e80-59fa-11e4-aaf5-a1ddcfbcd5a9,43a5dac0-59f5-11e4-aaf5-a1ddcfbcd5a9,http://www.reuters.com/article/2014/10/22/us-canada-attacks-shooting-idUSKCN0IB1PY20141022,www.reuters.com,TRUE,207,1756,250
1765,ISIS beheads Steve Sotloff,Islamic State beheads US hostage Steven Sotloff,observing,d681ed30-32c6-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.bbc.com/news/world-middle-east-29038217,www.bbc.com,TRUE,209,1766,21
1766,ISIS beheads Steve Sotloff,ISIS Executes 2nd American Journalist,for,55646430-32cb-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.businessinsider.com/steven-sotloff-isis-killed-2014-9,www.businessinsider.com,TRUE,209,1767,39
1767,ISIS beheads Steve Sotloff,"Stephen Sotloff beheading shown in video, ISIS claims",observing,37c6f360-32cc-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.cbc.ca/news/world/stephen-sotloff-beheading-shown-in-video-isis-claims-1.2753309,www.cbc.ca,TRUE,209,1768,270
1771,ISIS beheads Steve Sotloff,White House confirms authenticity of ISIS video showing beheading of reporter,for,de6c3c70-32cc-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.foxnews.com/world/2014/09/02/video-reportedly-shows-beheading-reporter-steven-sotloff-by-isis/,www.foxnews.com,TRUE,209,1772,123
1776,ISIS beheads Steve Sotloff,ISIS Releases Video Allegedly Showing Beheading of U.S. Journalist Steven Sotloff,observing,3c0ec880-32c7-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.mediaite.com/online/isis-releases-video-allegedly-showing-beheading-of-u-s-journalist-steven-sotloff/,www.mediaite.com,TRUE,209,1777,161
1777,ISIS beheads Steve Sotloff,Steven Sotloff beheading: Recap updates as Obama says US will degrade and destroy ISIS,for,77f4f690-32cb-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.mirror.co.uk/news/world-news/live-steven-sotloff-beheading-video-4153715,www.mirror.co.uk,TRUE,209,1778,7
1784,ISIS beheads Steve Sotloff,Islamic state issues video of beheading of U.S. hostage: SITE,observing,eb5c39f0-32ca-11e4-8453-710264d9a1f8,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.reuters.com/article/2014/09/02/us-iraq-crisis-islamicstate-video-idUSKBN0GX20R20140902,www.reuters.com,TRUE,209,1785,250
1789,ISIS beheads Steve Sotloff,U.S. confirms authenticity of second journalist beheading video,for,81023f00-4198-11e4-9e78-ff09d5b0049d,cea96980-32c6-11e4-8453-710264d9a1f8,http://www.washingtonpost.com/world/national-security/islamic-state-claims-to-have-beheaded-american-journalist-steven-sotloff/2014/09/02/ae5e8ffa-32c3-11e4-9e92-0899b306bbea_story.html,www.washingtonpost.com,TRUE,209,1790,31
1795,A tropical spider burrowed under a man's skin,A Spider Lived Inside This Tourist's Body For 3 Days After Burrowing Into His Skin Through A Scar,for,524a52a0-565c-11e4-aaf5-a1ddcfbcd5a9,557a5250-565b-11e4-aaf5-a1ddcfbcd5a9,http://www.buzzfeed.com/richardhjames/a-spider-lived-inside-this-tourists-body-for-3-days-after-bu#36ru22p,www.buzzfeed.com,unknown,210,1796,22
1796,A tropical spider burrowed under a man's skin,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,for,5fcb5aa0-565c-11e4-aaf5-a1ddcfbcd5a9,557a5250-565b-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2794933/real-life-spiderman-aussie-tourist-wakes-strange-red-trail-stomach-doctors-spider-burrowed-skin-bali-holiday.html,www.dailymail.co.uk,unknown,210,1797,4
1797,A tropical spider burrowed under a man's skin,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,against,861dda30-5660-11e4-aaf5-a1ddcfbcd5a9,557a5250-565b-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2797227/scientists-cast-doubt-mans-claims-spider-burrowed-stomach-scar.html,www.dailymail.co.uk,unknown,210,1798,4
1800,A tropical spider burrowed under a man's skin,Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,for,aeff3110-565b-11e4-aaf5-a1ddcfbcd5a9,557a5250-565b-11e4-aaf5-a1ddcfbcd5a9,http://www.mirror.co.uk/news/weird-news/tropical-spider-burrowed-under-mans-4446595,www.mirror.co.uk,unknown,210,1801,7
1812,A tropical spider burrowed under a man's skin,Tropical spider burrowed under man's skin through scar - video report,observing,5f191710-565b-11e4-aaf5-a1ddcfbcd5a9,557a5250-565b-11e4-aaf5-a1ddcfbcd5a9,http://www.theguardian.com/environment/video/2014/oct/16/tropical-spider-burrows-mans-skin-bali-video,www.theguardian.com,unknown,210,1813,30
1824,J.J. Abrams wants a summer release date for Star Wars: Episode VII,The Force Awakens Release Date: JJ Abrams Plan for an Early Release of Star Wars Movie?,observing,b1a60cc0-b2e2-11e4-9a23-0b6010caa867,6bb89eb0-b2df-11e4-9a23-0b6010caa867,http://www.ibtimes.co.in/force-awakens-release-date-will-star-wars-film-hit-theatres-this-summer-623315,www.ibtimes.co.in,FALSE,212,1825,12
1829,A fourth-grade student from Texas was suspended after threatening another student with magic,Elementary school suspends boy after he threatens to turn fellow student invisible with the One Ring from Tolkien novels,for,5b08fb30-ab0c-11e4-9a23-0b6010caa867,0305ec60-ab0a-11e4-9a23-0b6010caa867,http://www.dailymail.co.uk/news/article-2935761/Elementary-school-suspends-boy-threatens-turn-fellow-student-invisible-One-Ring-Tolkien-novels.html,www.dailymail.co.uk,unknown,213,1830,4
1831,A fourth-grade student from Texas was suspended after threatening another student with magic,Texas boy suspended for saying he could make classmate disappear with Lord of the Rings sorcery,for,dca85700-ab0a-11e4-9a23-0b6010caa867,0305ec60-ab0a-11e4-9a23-0b6010caa867,http://www.nydailynews.com/news/national/texas-boy-suspended-bringing-ring-power-school-article-1.2099103,www.nydailynews.com,unknown,213,1832,14
1838,At least one of the Taliban Five exchanged for soldier Bowe Bergdahl is trying to return to militancy,Taliban terrorist swapped for Bowe Bergdahl is under intensified surveillance after he allegedly contacted Al Qaeda,observing,6529d980-a8a1-11e4-a133-7514623ae047,cdb5d5f0-a89f-11e4-a133-7514623ae047,http://www.dailymail.co.uk/news/article-2932315/Gitmo-detainees-swapped-Bergdahl-reached-al-Qaida-linked-groups-says-U-S-governement.html,www.dailymail.co.uk,unknown,214,1839,4
1839,At least one of the Taliban Five exchanged for soldier Bowe Bergdahl is trying to return to militancy,Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,observing,4e7e2b50-a8a1-11e4-a133-7514623ae047,cdb5d5f0-a89f-11e4-a133-7514623ae047,http://www.foxnews.com/politics/2015/01/29/official-gitmo-prisoner-traded-for-bergdahl-reaching-out-to-taliban/,www.foxnews.com,unknown,214,1840,123
1840,At least one of the Taliban Five exchanged for soldier Bowe Bergdahl is trying to return to militancy,Bergdahl: Senator Says Jihadists Swapped For U.S. Troop In Touch With Al-Qaida Affiliate,observing,f29109b0-a8a1-11e4-a133-7514623ae047,cdb5d5f0-a89f-11e4-a133-7514623ae047,http://www.inquisitr.com/1799912/bergdahl-senator-says-jihadists-swapped-for-u-s-troop-in-touch-with-al-qaida-affiliate/,www.inquisitr.com,unknown,214,1841,124
1845,At least one of the Taliban Five exchanged for soldier Bowe Bergdahl is trying to return to militancy,One of Taliban Five in Bowe Bergdahl swap allegedly returned to militancy,observing,d5004a70-a89f-11e4-a133-7514623ae047,cdb5d5f0-a89f-11e4-a133-7514623ae047,http://www.theguardian.com/world/2015/jan/30/taliban-five-bowe-bergdahl-swap-return-militancy?utm_source=twitterfeed&utm_medium=twitter,www.theguardian.com,unknown,214,1846,30
1852,Taylor Lianne Chandler was born intersex,"Michael Phelps self-proclaimed girlfriend, 41, reveals she was born a male as she describes her amazing intimacy with Olympic swimmer",for,b4081ed0-70da-11e4-8e10-b9c720c188ba,7efa93d0-70da-11e4-8e10-b9c720c188ba,http://www.dailymail.co.uk/news/article-2841581/Michael-Phelps-girlfriend-admits-born-male-describes-amazing-sex-Olympic-swimmer.html,www.dailymail.co.uk,unknown,215,1853,4
1853,Taylor Lianne Chandler was born intersex,Michael Phelps self-proclaimed girlfriend says she was born a BOY and reveals amazing sex with Olympian,for,5e590ac0-70db-11e4-8e10-b9c720c188ba,7efa93d0-70da-11e4-8e10-b9c720c188ba,http://www.mirror.co.uk/news/world-news/michael-phelps-self-proclaimed-girlfriend-says-4659215,www.mirror.co.uk,unknown,215,1854,7
1856,Taylor Lianne Chandler was born intersex,Michael Phelps alleged girlfriend says she was born intersex,for,3d9b63a0-70db-11e4-8e10-b9c720c188ba,7efa93d0-70da-11e4-8e10-b9c720c188ba,http://www.washingtonpost.com/blogs/early-lead/wp/2014/11/20/michael-phelps-alleged-girlfriend-says-she-was-born-intersex/,www.washingtonpost.com,unknown,215,1857,31
1858,Taylor Lianne Chandler had a romantic relaitonship with Olympic swimmer Michael Phelps,"Michael Phelps self-proclaimed girlfriend, 41, reveals she was born a male as she describes her amazing intimacy with Olympic swimmer",observing,8cb00000-70df-11e4-8e10-b9c720c188ba,ac993260-70da-11e4-8e10-b9c720c188ba,http://www.dailymail.co.uk/news/article-2841581/Michael-Phelps-girlfriend-admits-born-male-describes-amazing-sex-Olympic-swimmer.html,www.dailymail.co.uk,unknown,216,1859,4
1859,Taylor Lianne Chandler had a romantic relaitonship with Olympic swimmer Michael Phelps,Taylor Lianne Chandler: Everything you need to know about Michael Phelps intersex girlfriend,for,76c7eff0-70df-11e4-8e10-b9c720c188ba,ac993260-70da-11e4-8e10-b9c720c188ba,http://www.mirror.co.uk/3am/celebrity-news/taylor-lianne-chandler-everything-you-4661077,www.mirror.co.uk,unknown,216,1860,7
1861,Taylor Lianne Chandler had a romantic relaitonship with Olympic swimmer Michael Phelps,Michael Phelps alleged girlfriend says she was born intersex,observing,9e803de0-70df-11e4-8e10-b9c720c188ba,ac993260-70da-11e4-8e10-b9c720c188ba,http://www.washingtonpost.com/blogs/early-lead/wp/2014/11/20/michael-phelps-alleged-girlfriend-says-she-was-born-intersex/,www.washingtonpost.com,unknown,216,1862,31
1872,"Jess Smith of Chatham, Kent was the smiling sun baby in the Teletubbies TV show","It was me Student, 19, reveals SHE was the Teletubbies giggling baby in the sky - and was paid just 250 and a box of toys",for,9f150840-8b14-11e4-9799-c7e75be2bcad,d596b220-8b13-11e4-9799-c7e75be2bcad,http://www.dailymail.co.uk/news/article-2884843/Student-reveals-Teletubbies-giggling-baby-sky.html,www.dailymail.co.uk,unknown,218,1873,4
